,Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
61372,09/28/2020,20.0,1.0,N,HB_HUBAVG,AH,14.93
61464,09/28/2020,21.0,1.0,N,HB_HUBAVG,AH,16.36
61556,09/28/2020,22.0,1.0,N,HB_HUBAVG,AH,16.23
61648,09/28/2020,23.0,1.0,N,HB_HUBAVG,AH,16.18
61740,09/28/2020,24.0,1.0,N,HB_HUBAVG,AH,15.79
61832,09/29/2020,1.0,1.0,N,HB_HUBAVG,AH,15.28
61924,09/29/2020,2.0,1.0,N,HB_HUBAVG,AH,14.72
62016,09/29/2020,3.0,1.0,N,HB_HUBAVG,AH,13.63
62108,09/29/2020,4.0,1.0,N,HB_HUBAVG,AH,12.49
62200,09/29/2020,5.0,1.0,N,HB_HUBAVG,AH,11.71
62292,09/29/2020,6.0,1.0,N,HB_HUBAVG,AH,12.28
62384,09/29/2020,7.0,1.0,N,HB_HUBAVG,AH,13.15
62476,09/29/2020,8.0,1.0,N,HB_HUBAVG,AH,13.76
62568,09/29/2020,9.0,1.0,N,HB_HUBAVG,AH,13.57
62660,09/29/2020,10.0,1.0,N,HB_HUBAVG,AH,12.2
62752,09/29/2020,11.0,1.0,N,HB_HUBAVG,AH,13.06
62844,09/29/2020,12.0,1.0,N,HB_HUBAVG,AH,11.72
62936,09/29/2020,13.0,1.0,N,HB_HUBAVG,AH,11.01
63028,09/29/2020,14.0,1.0,N,HB_HUBAVG,AH,13.7
63120,09/29/2020,15.0,1.0,N,HB_HUBAVG,AH,14.97
63212,09/29/2020,16.0,1.0,N,HB_HUBAVG,AH,16.27
63304,09/29/2020,17.0,1.0,N,HB_HUBAVG,AH,17.2
63396,09/29/2020,18.0,1.0,N,HB_HUBAVG,AH,18.29
63488,09/29/2020,19.0,1.0,N,HB_HUBAVG,AH,18.64
63580,09/29/2020,20.0,1.0,N,HB_HUBAVG,AH,20.73
63672,09/29/2020,21.0,1.0,N,HB_HUBAVG,AH,19.99
63764,09/29/2020,22.0,1.0,N,HB_HUBAVG,AH,15.93
63856,09/29/2020,23.0,1.0,N,HB_HUBAVG,AH,14.26
63948,09/29/2020,24.0,1.0,N,HB_HUBAVG,AH,9.6
64040,09/30/2020,1.0,1.0,N,HB_HUBAVG,AH,4.75
64132,09/30/2020,2.0,1.0,N,HB_HUBAVG,AH,-0.07
64224,09/30/2020,3.0,1.0,N,HB_HUBAVG,AH,-1.03
64316,09/30/2020,4.0,1.0,N,HB_HUBAVG,AH,-8.68
64408,09/30/2020,5.0,1.0,N,HB_HUBAVG,AH,-2.53
64500,09/30/2020,6.0,1.0,N,HB_HUBAVG,AH,-0.26
64592,09/30/2020,7.0,1.0,N,HB_HUBAVG,AH,1.5
64684,09/30/2020,8.0,1.0,N,HB_HUBAVG,AH,9.8
64776,09/30/2020,9.0,1.0,N,HB_HUBAVG,AH,10.77
64868,09/30/2020,10.0,1.0,N,HB_HUBAVG,AH,9.7
64960,09/30/2020,11.0,1.0,N,HB_HUBAVG,AH,12.89
65052,09/30/2020,12.0,1.0,N,HB_HUBAVG,AH,13.33
65144,09/30/2020,13.0,1.0,N,HB_HUBAVG,AH,14.19
65236,09/30/2020,14.0,1.0,N,HB_HUBAVG,AH,16.18
65328,09/30/2020,15.0,1.0,N,HB_HUBAVG,AH,16.51
65420,09/30/2020,16.0,1.0,N,HB_HUBAVG,AH,18.48
65512,09/30/2020,17.0,1.0,N,HB_HUBAVG,AH,25.16
65604,09/30/2020,18.0,1.0,N,HB_HUBAVG,AH,31.43
65696,09/30/2020,19.0,1.0,N,HB_HUBAVG,AH,18.96
65788,09/30/2020,20.0,1.0,N,HB_HUBAVG,AH,18.86
65880,09/30/2020,21.0,1.0,N,HB_HUBAVG,AH,16.83
65972,09/30/2020,22.0,1.0,N,HB_HUBAVG,AH,13.97
66064,09/30/2020,23.0,1.0,N,HB_HUBAVG,AH,12.7
66156,09/30/2020,24.0,1.0,N,HB_HUBAVG,AH,9.57
8,10/01/2020,1.0,1.0,N,HB_HUBAVG,AH,11.11
100,10/01/2020,2.0,1.0,N,HB_HUBAVG,AH,12.12
192,10/01/2020,3.0,1.0,N,HB_HUBAVG,AH,12.66
284,10/01/2020,4.0,1.0,N,HB_HUBAVG,AH,13.86
376,10/01/2020,5.0,1.0,N,HB_HUBAVG,AH,15.59
468,10/01/2020,6.0,1.0,N,HB_HUBAVG,AH,16.34
560,10/01/2020,7.0,1.0,N,HB_HUBAVG,AH,15.14
652,10/01/2020,8.0,1.0,N,HB_HUBAVG,AH,15.35
744,10/01/2020,9.0,1.0,N,HB_HUBAVG,AH,15.07
836,10/01/2020,10.0,1.0,N,HB_HUBAVG,AH,13.49
928,10/01/2020,11.0,1.0,N,HB_HUBAVG,AH,13.88
1020,10/01/2020,12.0,1.0,N,HB_HUBAVG,AH,13.54
1112,10/01/2020,13.0,1.0,N,HB_HUBAVG,AH,11.39
1204,10/01/2020,14.0,1.0,N,HB_HUBAVG,AH,13.46
1296,10/01/2020,15.0,1.0,N,HB_HUBAVG,AH,15.25
1388,10/01/2020,16.0,1.0,N,HB_HUBAVG,AH,16.61
1480,10/01/2020,17.0,1.0,N,HB_HUBAVG,AH,19.11
1572,10/01/2020,18.0,1.0,N,HB_HUBAVG,AH,20.02
1664,10/01/2020,19.0,1.0,N,HB_HUBAVG,AH,21.16
1756,10/01/2020,20.0,1.0,N,HB_HUBAVG,AH,114.13
1848,10/01/2020,21.0,1.0,N,HB_HUBAVG,AH,18.84
1940,10/01/2020,22.0,1.0,N,HB_HUBAVG,AH,16.69
2032,10/01/2020,23.0,1.0,N,HB_HUBAVG,AH,16.07
2124,10/01/2020,24.0,1.0,N,HB_HUBAVG,AH,22.99
2216,10/02/2020,1.0,1.0,N,HB_HUBAVG,AH,15.81
2308,10/02/2020,2.0,1.0,N,HB_HUBAVG,AH,14.5
2400,10/02/2020,3.0,1.0,N,HB_HUBAVG,AH,13.8
2492,10/02/2020,4.0,1.0,N,HB_HUBAVG,AH,13.29
2584,10/02/2020,5.0,1.0,N,HB_HUBAVG,AH,13.14
2676,10/02/2020,6.0,1.0,N,HB_HUBAVG,AH,13.57
2768,10/02/2020,7.0,1.0,N,HB_HUBAVG,AH,13.41
2860,10/02/2020,8.0,1.0,N,HB_HUBAVG,AH,14.08
2952,10/02/2020,9.0,1.0,N,HB_HUBAVG,AH,12.61
3044,10/02/2020,10.0,1.0,N,HB_HUBAVG,AH,15.59
3136,10/02/2020,11.0,1.0,N,HB_HUBAVG,AH,11.82
3228,10/02/2020,12.0,1.0,N,HB_HUBAVG,AH,11.07
3320,10/02/2020,13.0,1.0,N,HB_HUBAVG,AH,15.42
3412,10/02/2020,14.0,1.0,N,HB_HUBAVG,AH,15.45
3504,10/02/2020,15.0,1.0,N,HB_HUBAVG,AH,14.74
3596,10/02/2020,16.0,1.0,N,HB_HUBAVG,AH,16.41
3688,10/02/2020,17.0,1.0,N,HB_HUBAVG,AH,17.17
3780,10/02/2020,18.0,1.0,N,HB_HUBAVG,AH,16.92
3872,10/02/2020,19.0,1.0,N,HB_HUBAVG,AH,16.54
3964,10/02/2020,20.0,1.0,N,HB_HUBAVG,AH,40.78
4056,10/02/2020,21.0,1.0,N,HB_HUBAVG,AH,16.14
4148,10/02/2020,22.0,1.0,N,HB_HUBAVG,AH,11.31
4240,10/02/2020,23.0,1.0,N,HB_HUBAVG,AH,9.3
4332,10/02/2020,24.0,1.0,N,HB_HUBAVG,AH,8.76
4424,10/03/2020,1.0,1.0,N,HB_HUBAVG,AH,6.64
4516,10/03/2020,2.0,1.0,N,HB_HUBAVG,AH,4.76
4608,10/03/2020,3.0,1.0,N,HB_HUBAVG,AH,1.6
4700,10/03/2020,4.0,1.0,N,HB_HUBAVG,AH,0.75
4792,10/03/2020,5.0,1.0,N,HB_HUBAVG,AH,2.63
4884,10/03/2020,6.0,1.0,N,HB_HUBAVG,AH,1.94
4976,10/03/2020,7.0,1.0,N,HB_HUBAVG,AH,6.43
5068,10/03/2020,8.0,1.0,N,HB_HUBAVG,AH,7.09
5160,10/03/2020,9.0,1.0,N,HB_HUBAVG,AH,6.86
5252,10/03/2020,10.0,1.0,N,HB_HUBAVG,AH,7.37
5344,10/03/2020,11.0,1.0,N,HB_HUBAVG,AH,7.38
5436,10/03/2020,12.0,1.0,N,HB_HUBAVG,AH,10.36
5528,10/03/2020,13.0,1.0,N,HB_HUBAVG,AH,15.25
5620,10/03/2020,14.0,1.0,N,HB_HUBAVG,AH,15.66
5712,10/03/2020,15.0,1.0,N,HB_HUBAVG,AH,16.9
5804,10/03/2020,16.0,1.0,N,HB_HUBAVG,AH,19.7
5896,10/03/2020,17.0,1.0,N,HB_HUBAVG,AH,20.63
5988,10/03/2020,18.0,1.0,N,HB_HUBAVG,AH,20.99
6080,10/03/2020,19.0,1.0,N,HB_HUBAVG,AH,18.75
6172,10/03/2020,20.0,1.0,N,HB_HUBAVG,AH,24.52
6264,10/03/2020,21.0,1.0,N,HB_HUBAVG,AH,16.16
6356,10/03/2020,22.0,1.0,N,HB_HUBAVG,AH,15.1
6448,10/03/2020,23.0,1.0,N,HB_HUBAVG,AH,14.88
6540,10/03/2020,24.0,1.0,N,HB_HUBAVG,AH,14.47
6632,10/04/2020,1.0,1.0,N,HB_HUBAVG,AH,10.04
6724,10/04/2020,2.0,1.0,N,HB_HUBAVG,AH,12.62
6816,10/04/2020,3.0,1.0,N,HB_HUBAVG,AH,14.06
6908,10/04/2020,4.0,1.0,N,HB_HUBAVG,AH,13.17
7000,10/04/2020,5.0,1.0,N,HB_HUBAVG,AH,10.1
7092,10/04/2020,6.0,1.0,N,HB_HUBAVG,AH,12.6
7184,10/04/2020,7.0,1.0,N,HB_HUBAVG,AH,12.89
7276,10/04/2020,8.0,1.0,N,HB_HUBAVG,AH,14.37
7368,10/04/2020,9.0,1.0,N,HB_HUBAVG,AH,15.69
7460,10/04/2020,10.0,1.0,N,HB_HUBAVG,AH,14.89
7552,10/04/2020,11.0,1.0,N,HB_HUBAVG,AH,17.62
7644,10/04/2020,12.0,1.0,N,HB_HUBAVG,AH,17.86
7736,10/04/2020,13.0,1.0,N,HB_HUBAVG,AH,18.38
7828,10/04/2020,14.0,1.0,N,HB_HUBAVG,AH,18.89
7920,10/04/2020,15.0,1.0,N,HB_HUBAVG,AH,44.29
8012,10/04/2020,16.0,1.0,N,HB_HUBAVG,AH,88.06
8104,10/04/2020,17.0,1.0,N,HB_HUBAVG,AH,66.56
8196,10/04/2020,18.0,1.0,N,HB_HUBAVG,AH,395.47
8288,10/04/2020,19.0,1.0,N,HB_HUBAVG,AH,43.61
8380,10/04/2020,20.0,1.0,N,HB_HUBAVG,AH,36.94
8472,10/04/2020,21.0,1.0,N,HB_HUBAVG,AH,19.35
8564,10/04/2020,22.0,1.0,N,HB_HUBAVG,AH,16.89
8656,10/04/2020,23.0,1.0,N,HB_HUBAVG,AH,16.27
8748,10/04/2020,24.0,1.0,N,HB_HUBAVG,AH,15.36
8840,10/05/2020,1.0,1.0,N,HB_HUBAVG,AH,12.77
8932,10/05/2020,2.0,1.0,N,HB_HUBAVG,AH,11.46
9024,10/05/2020,3.0,1.0,N,HB_HUBAVG,AH,13.78
9116,10/05/2020,4.0,1.0,N,HB_HUBAVG,AH,8.87
9208,10/05/2020,5.0,1.0,N,HB_HUBAVG,AH,8.79
9300,10/05/2020,6.0,1.0,N,HB_HUBAVG,AH,12.42
9392,10/05/2020,7.0,1.0,N,HB_HUBAVG,AH,12.76
9484,10/05/2020,8.0,1.0,N,HB_HUBAVG,AH,13.98
9576,10/05/2020,9.0,1.0,N,HB_HUBAVG,AH,9.79
9668,10/05/2020,10.0,1.0,N,HB_HUBAVG,AH,11.56
9760,10/05/2020,11.0,1.0,N,HB_HUBAVG,AH,13.3
9852,10/05/2020,12.0,1.0,N,HB_HUBAVG,AH,14.09
9944,10/05/2020,13.0,1.0,N,HB_HUBAVG,AH,19.16
10036,10/05/2020,14.0,1.0,N,HB_HUBAVG,AH,16.68
10128,10/05/2020,15.0,1.0,N,HB_HUBAVG,AH,49.13
10220,10/05/2020,16.0,1.0,N,HB_HUBAVG,AH,30.88
10312,10/05/2020,17.0,1.0,N,HB_HUBAVG,AH,158.74
10404,10/05/2020,18.0,1.0,N,HB_HUBAVG,AH,51.07
10496,10/05/2020,19.0,1.0,N,HB_HUBAVG,AH,18.3
10588,10/05/2020,20.0,1.0,N,HB_HUBAVG,AH,20.0
10680,10/05/2020,21.0,1.0,N,HB_HUBAVG,AH,15.24
10772,10/05/2020,22.0,1.0,N,HB_HUBAVG,AH,10.82
10864,10/05/2020,23.0,1.0,N,HB_HUBAVG,AH,9.75
10956,10/05/2020,24.0,1.0,N,HB_HUBAVG,AH,9.62
11048,10/06/2020,1.0,1.0,N,HB_HUBAVG,AH,9.17
11140,10/06/2020,2.0,1.0,N,HB_HUBAVG,AH,7.64
11232,10/06/2020,3.0,1.0,N,HB_HUBAVG,AH,7.18
11324,10/06/2020,4.0,1.0,N,HB_HUBAVG,AH,7.99
11416,10/06/2020,5.0,1.0,N,HB_HUBAVG,AH,7.79
11508,10/06/2020,6.0,1.0,N,HB_HUBAVG,AH,15.57
11600,10/06/2020,7.0,1.0,N,HB_HUBAVG,AH,15.88
11692,10/06/2020,8.0,1.0,N,HB_HUBAVG,AH,18.17
11784,10/06/2020,9.0,1.0,N,HB_HUBAVG,AH,18.68
11876,10/06/2020,10.0,1.0,N,HB_HUBAVG,AH,15.71
11968,10/06/2020,11.0,1.0,N,HB_HUBAVG,AH,16.23
12060,10/06/2020,12.0,1.0,N,HB_HUBAVG,AH,17.39
12152,10/06/2020,13.0,1.0,N,HB_HUBAVG,AH,18.37
12244,10/06/2020,14.0,1.0,N,HB_HUBAVG,AH,23.14
12336,10/06/2020,15.0,1.0,N,HB_HUBAVG,AH,25.19
12428,10/06/2020,16.0,1.0,N,HB_HUBAVG,AH,23.05
12520,10/06/2020,17.0,1.0,N,HB_HUBAVG,AH,64.13
12612,10/06/2020,18.0,1.0,N,HB_HUBAVG,AH,28.54
12704,10/06/2020,19.0,1.0,N,HB_HUBAVG,AH,31.49
12796,10/06/2020,20.0,1.0,N,HB_HUBAVG,AH,23.64
12888,10/06/2020,21.0,1.0,N,HB_HUBAVG,AH,20.84
12980,10/06/2020,22.0,1.0,N,HB_HUBAVG,AH,16.87
13072,10/06/2020,23.0,1.0,N,HB_HUBAVG,AH,16.7
13164,10/06/2020,24.0,1.0,N,HB_HUBAVG,AH,15.19
13256,10/07/2020,1.0,1.0,N,HB_HUBAVG,AH,13.31
13348,10/07/2020,2.0,1.0,N,HB_HUBAVG,AH,11.02
13440,10/07/2020,3.0,1.0,N,HB_HUBAVG,AH,9.33
13532,10/07/2020,4.0,1.0,N,HB_HUBAVG,AH,11.26
13624,10/07/2020,5.0,1.0,N,HB_HUBAVG,AH,12.33
13716,10/07/2020,6.0,1.0,N,HB_HUBAVG,AH,12.76
13808,10/07/2020,7.0,1.0,N,HB_HUBAVG,AH,13.26
13900,10/07/2020,8.0,1.0,N,HB_HUBAVG,AH,15.13
13992,10/07/2020,9.0,1.0,N,HB_HUBAVG,AH,14.92
14084,10/07/2020,10.0,1.0,N,HB_HUBAVG,AH,14.93
14176,10/07/2020,11.0,1.0,N,HB_HUBAVG,AH,15.71
14268,10/07/2020,12.0,1.0,N,HB_HUBAVG,AH,16.99
14360,10/07/2020,13.0,1.0,N,HB_HUBAVG,AH,18.26
14452,10/07/2020,14.0,1.0,N,HB_HUBAVG,AH,21.04
14544,10/07/2020,15.0,1.0,N,HB_HUBAVG,AH,22.37
14636,10/07/2020,16.0,1.0,N,HB_HUBAVG,AH,48.68
14728,10/07/2020,17.0,1.0,N,HB_HUBAVG,AH,217.2
14820,10/07/2020,18.0,1.0,N,HB_HUBAVG,AH,84.13
14912,10/07/2020,19.0,1.0,N,HB_HUBAVG,AH,46.23
15004,10/07/2020,20.0,1.0,N,HB_HUBAVG,AH,23.18
15096,10/07/2020,21.0,1.0,N,HB_HUBAVG,AH,19.47
15188,10/07/2020,22.0,1.0,N,HB_HUBAVG,AH,17.82
15280,10/07/2020,23.0,1.0,N,HB_HUBAVG,AH,16.95
15372,10/07/2020,24.0,1.0,N,HB_HUBAVG,AH,15.43
15464,10/08/2020,1.0,1.0,N,HB_HUBAVG,AH,14.94
15556,10/08/2020,2.0,1.0,N,HB_HUBAVG,AH,13.31
15648,10/08/2020,3.0,1.0,N,HB_HUBAVG,AH,11.27
15740,10/08/2020,4.0,1.0,N,HB_HUBAVG,AH,11.03
15832,10/08/2020,5.0,1.0,N,HB_HUBAVG,AH,13.16
15924,10/08/2020,6.0,1.0,N,HB_HUBAVG,AH,11.65
16016,10/08/2020,7.0,1.0,N,HB_HUBAVG,AH,17.09
16108,10/08/2020,8.0,1.0,N,HB_HUBAVG,AH,16.72
16200,10/08/2020,9.0,1.0,N,HB_HUBAVG,AH,16.39
16292,10/08/2020,10.0,1.0,N,HB_HUBAVG,AH,16.3
16384,10/08/2020,11.0,1.0,N,HB_HUBAVG,AH,17.97
16476,10/08/2020,12.0,1.0,N,HB_HUBAVG,AH,19.23
16568,10/08/2020,13.0,1.0,N,HB_HUBAVG,AH,20.18
16660,10/08/2020,14.0,1.0,N,HB_HUBAVG,AH,20.99
16752,10/08/2020,15.0,1.0,N,HB_HUBAVG,AH,23.02
16844,10/08/2020,16.0,1.0,N,HB_HUBAVG,AH,40.81
16936,10/08/2020,17.0,1.0,N,HB_HUBAVG,AH,151.99
17028,10/08/2020,18.0,1.0,N,HB_HUBAVG,AH,23.2
17120,10/08/2020,19.0,1.0,N,HB_HUBAVG,AH,22.92
17212,10/08/2020,20.0,1.0,N,HB_HUBAVG,AH,42.17
17304,10/08/2020,21.0,1.0,N,HB_HUBAVG,AH,21.33
17396,10/08/2020,22.0,1.0,N,HB_HUBAVG,AH,21.67
17488,10/08/2020,23.0,1.0,N,HB_HUBAVG,AH,19.99
17580,10/08/2020,24.0,1.0,N,HB_HUBAVG,AH,17.55
17672,10/09/2020,1.0,1.0,N,HB_HUBAVG,AH,15.7
17764,10/09/2020,2.0,1.0,N,HB_HUBAVG,AH,15.54
17856,10/09/2020,3.0,1.0,N,HB_HUBAVG,AH,14.63
17948,10/09/2020,4.0,1.0,N,HB_HUBAVG,AH,14.96
18040,10/09/2020,5.0,1.0,N,HB_HUBAVG,AH,14.18
18132,10/09/2020,6.0,1.0,N,HB_HUBAVG,AH,14.53
18224,10/09/2020,7.0,1.0,N,HB_HUBAVG,AH,16.31
18316,10/09/2020,8.0,1.0,N,HB_HUBAVG,AH,16.96
18408,10/09/2020,9.0,1.0,N,HB_HUBAVG,AH,17.19
18500,10/09/2020,10.0,1.0,N,HB_HUBAVG,AH,17.26
18592,10/09/2020,11.0,1.0,N,HB_HUBAVG,AH,17.66
18684,10/09/2020,12.0,1.0,N,HB_HUBAVG,AH,17.89
18776,10/09/2020,13.0,1.0,N,HB_HUBAVG,AH,18.63
18868,10/09/2020,14.0,1.0,N,HB_HUBAVG,AH,19.97
18960,10/09/2020,15.0,1.0,N,HB_HUBAVG,AH,20.94
19052,10/09/2020,16.0,1.0,N,HB_HUBAVG,AH,46.79
19144,10/09/2020,17.0,1.0,N,HB_HUBAVG,AH,113.07
19236,10/09/2020,18.0,1.0,N,HB_HUBAVG,AH,397.94
19328,10/09/2020,19.0,1.0,N,HB_HUBAVG,AH,161.39
19420,10/09/2020,20.0,1.0,N,HB_HUBAVG,AH,89.38
19512,10/09/2020,21.0,1.0,N,HB_HUBAVG,AH,24.85
19604,10/09/2020,22.0,1.0,N,HB_HUBAVG,AH,18.78
19696,10/09/2020,23.0,1.0,N,HB_HUBAVG,AH,17.17
19788,10/09/2020,24.0,1.0,N,HB_HUBAVG,AH,15.35
19880,10/10/2020,1.0,1.0,N,HB_HUBAVG,AH,13.93
19972,10/10/2020,2.0,1.0,N,HB_HUBAVG,AH,9.68
20064,10/10/2020,3.0,1.0,N,HB_HUBAVG,AH,6.2
20156,10/10/2020,4.0,1.0,N,HB_HUBAVG,AH,5.62
20248,10/10/2020,5.0,1.0,N,HB_HUBAVG,AH,6.34
20340,10/10/2020,6.0,1.0,N,HB_HUBAVG,AH,7.83
20432,10/10/2020,7.0,1.0,N,HB_HUBAVG,AH,8.37
20524,10/10/2020,8.0,1.0,N,HB_HUBAVG,AH,12.3
20616,10/10/2020,9.0,1.0,N,HB_HUBAVG,AH,12.63
20708,10/10/2020,10.0,1.0,N,HB_HUBAVG,AH,10.01
20800,10/10/2020,11.0,1.0,N,HB_HUBAVG,AH,16.51
20892,10/10/2020,12.0,1.0,N,HB_HUBAVG,AH,19.0
20984,10/10/2020,13.0,1.0,N,HB_HUBAVG,AH,19.98
21076,10/10/2020,14.0,1.0,N,HB_HUBAVG,AH,26.81
21168,10/10/2020,15.0,1.0,N,HB_HUBAVG,AH,27.87
21260,10/10/2020,16.0,1.0,N,HB_HUBAVG,AH,91.1
21352,10/10/2020,17.0,1.0,N,HB_HUBAVG,AH,255.96
21444,10/10/2020,18.0,1.0,N,HB_HUBAVG,AH,224.49
21536,10/10/2020,19.0,1.0,N,HB_HUBAVG,AH,36.32
21628,10/10/2020,20.0,1.0,N,HB_HUBAVG,AH,27.43
21720,10/10/2020,21.0,1.0,N,HB_HUBAVG,AH,20.32
21812,10/10/2020,22.0,1.0,N,HB_HUBAVG,AH,17.21
21904,10/10/2020,23.0,1.0,N,HB_HUBAVG,AH,15.4
21996,10/10/2020,24.0,1.0,N,HB_HUBAVG,AH,14.4
22088,10/11/2020,1.0,1.0,N,HB_HUBAVG,AH,15.33
22180,10/11/2020,2.0,1.0,N,HB_HUBAVG,AH,13.53
22272,10/11/2020,3.0,1.0,N,HB_HUBAVG,AH,12.2
22364,10/11/2020,4.0,1.0,N,HB_HUBAVG,AH,11.59
22456,10/11/2020,5.0,1.0,N,HB_HUBAVG,AH,10.32
22548,10/11/2020,6.0,1.0,N,HB_HUBAVG,AH,13.31
22640,10/11/2020,7.0,1.0,N,HB_HUBAVG,AH,2.77
22732,10/11/2020,8.0,1.0,N,HB_HUBAVG,AH,3.34
22824,10/11/2020,9.0,1.0,N,HB_HUBAVG,AH,6.83
22916,10/11/2020,10.0,1.0,N,HB_HUBAVG,AH,12.22
23008,10/11/2020,11.0,1.0,N,HB_HUBAVG,AH,15.85
23100,10/11/2020,12.0,1.0,N,HB_HUBAVG,AH,17.62
23192,10/11/2020,13.0,1.0,N,HB_HUBAVG,AH,23.23
23284,10/11/2020,14.0,1.0,N,HB_HUBAVG,AH,26.93
23376,10/11/2020,15.0,1.0,N,HB_HUBAVG,AH,28.02
23468,10/11/2020,16.0,1.0,N,HB_HUBAVG,AH,27.4
23560,10/11/2020,17.0,1.0,N,HB_HUBAVG,AH,24.0
23652,10/11/2020,18.0,1.0,N,HB_HUBAVG,AH,23.83
23744,10/11/2020,19.0,1.0,N,HB_HUBAVG,AH,24.4
23836,10/11/2020,20.0,1.0,N,HB_HUBAVG,AH,24.94
23928,10/11/2020,21.0,1.0,N,HB_HUBAVG,AH,20.07
24020,10/11/2020,22.0,1.0,N,HB_HUBAVG,AH,18.09
24112,10/11/2020,23.0,1.0,N,HB_HUBAVG,AH,16.32
24204,10/11/2020,24.0,1.0,N,HB_HUBAVG,AH,14.4
24296,10/12/2020,1.0,1.0,N,HB_HUBAVG,AH,11.36
24388,10/12/2020,2.0,1.0,N,HB_HUBAVG,AH,11.08
24480,10/12/2020,3.0,1.0,N,HB_HUBAVG,AH,12.91
24572,10/12/2020,4.0,1.0,N,HB_HUBAVG,AH,13.28
24664,10/12/2020,5.0,1.0,N,HB_HUBAVG,AH,10.48
24756,10/12/2020,6.0,1.0,N,HB_HUBAVG,AH,9.63
24848,10/12/2020,7.0,1.0,N,HB_HUBAVG,AH,10.37
24940,10/12/2020,8.0,1.0,N,HB_HUBAVG,AH,11.02
25032,10/12/2020,9.0,1.0,N,HB_HUBAVG,AH,13.65
25124,10/12/2020,10.0,1.0,N,HB_HUBAVG,AH,14.26
25216,10/12/2020,11.0,1.0,N,HB_HUBAVG,AH,11.4
25308,10/12/2020,12.0,1.0,N,HB_HUBAVG,AH,15.07
25400,10/12/2020,13.0,1.0,N,HB_HUBAVG,AH,22.06
25492,10/12/2020,14.0,1.0,N,HB_HUBAVG,AH,26.5
25584,10/12/2020,15.0,1.0,N,HB_HUBAVG,AH,28.48
25676,10/12/2020,16.0,1.0,N,HB_HUBAVG,AH,28.06
25768,10/12/2020,17.0,1.0,N,HB_HUBAVG,AH,33.06
25860,10/12/2020,18.0,1.0,N,HB_HUBAVG,AH,28.3
25952,10/12/2020,19.0,1.0,N,HB_HUBAVG,AH,27.29
26044,10/12/2020,20.0,1.0,N,HB_HUBAVG,AH,26.2
26136,10/12/2020,21.0,1.0,N,HB_HUBAVG,AH,23.59
26228,10/12/2020,22.0,1.0,N,HB_HUBAVG,AH,21.22
26320,10/12/2020,23.0,1.0,N,HB_HUBAVG,AH,20.1
26412,10/12/2020,24.0,1.0,N,HB_HUBAVG,AH,18.59
26504,10/13/2020,1.0,1.0,N,HB_HUBAVG,AH,17.34
26596,10/13/2020,2.0,1.0,N,HB_HUBAVG,AH,16.34
26688,10/13/2020,3.0,1.0,N,HB_HUBAVG,AH,15.59
26780,10/13/2020,4.0,1.0,N,HB_HUBAVG,AH,15.31
26872,10/13/2020,5.0,1.0,N,HB_HUBAVG,AH,14.83
26964,10/13/2020,6.0,1.0,N,HB_HUBAVG,AH,13.49
27056,10/13/2020,7.0,1.0,N,HB_HUBAVG,AH,13.09
27148,10/13/2020,8.0,1.0,N,HB_HUBAVG,AH,13.78
27240,10/13/2020,9.0,1.0,N,HB_HUBAVG,AH,11.77
27332,10/13/2020,10.0,1.0,N,HB_HUBAVG,AH,12.45
27424,10/13/2020,11.0,1.0,N,HB_HUBAVG,AH,15.56
27516,10/13/2020,12.0,1.0,N,HB_HUBAVG,AH,14.03
27608,10/13/2020,13.0,1.0,N,HB_HUBAVG,AH,16.45
27700,10/13/2020,14.0,1.0,N,HB_HUBAVG,AH,21.36
27792,10/13/2020,15.0,1.0,N,HB_HUBAVG,AH,27.01
27884,10/13/2020,16.0,1.0,N,HB_HUBAVG,AH,34.02
27976,10/13/2020,17.0,1.0,N,HB_HUBAVG,AH,56.36
28068,10/13/2020,18.0,1.0,N,HB_HUBAVG,AH,47.12
28160,10/13/2020,19.0,1.0,N,HB_HUBAVG,AH,34.36
28252,10/13/2020,20.0,1.0,N,HB_HUBAVG,AH,27.5
28344,10/13/2020,21.0,1.0,N,HB_HUBAVG,AH,24.51
28436,10/13/2020,22.0,1.0,N,HB_HUBAVG,AH,18.62
28528,10/13/2020,23.0,1.0,N,HB_HUBAVG,AH,16.24
28620,10/13/2020,24.0,1.0,N,HB_HUBAVG,AH,12.58
28712,10/14/2020,1.0,1.0,N,HB_HUBAVG,AH,15.61
28804,10/14/2020,2.0,1.0,N,HB_HUBAVG,AH,10.92
28896,10/14/2020,3.0,1.0,N,HB_HUBAVG,AH,11.63
28988,10/14/2020,4.0,1.0,N,HB_HUBAVG,AH,10.43
29080,10/14/2020,5.0,1.0,N,HB_HUBAVG,AH,11.61
29172,10/14/2020,6.0,1.0,N,HB_HUBAVG,AH,15.03
29264,10/14/2020,7.0,1.0,N,HB_HUBAVG,AH,15.38
29356,10/14/2020,8.0,1.0,N,HB_HUBAVG,AH,23.33
29448,10/14/2020,9.0,1.0,N,HB_HUBAVG,AH,11.3
29540,10/14/2020,10.0,1.0,N,HB_HUBAVG,AH,11.32
29632,10/14/2020,11.0,1.0,N,HB_HUBAVG,AH,11.63
