,COUNTY,COUNTY_FIPS,FACILITY_ID,FINAL_NAICS_CODE,FUEL_TYPE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,Industry,Label,Natural_gas,Total,MMTCO2E,Thermal MWh,Thermal MWh/hr,Fuel_group
0,RUSSELL COUNTY,20167,1006552,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1006552,310.0141161,310.0141161,0.015607075,86115.10114202581,9.830490997948152,NG_Type
0,LOGAN,20109,1000405,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1000405,615.6497307,615.6497307,0.030993722999999997,171013.95089438462,19.522140513057604,NG_Type
0,LOGAN,20109,1000405,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1000405,279.4974238,279.4974238,0.01407077,77638.2353883164,8.86281225894023,NG_Type
0,BEADLE,46005,1002074,325193,Other Biomass Gases,325193,2015,SD,450,Ethyl Alcohol,Ethyl Alcohol_1002074,553.950564,554.272960005,0.027903604999999998,153964.8342842689,17.57589432468823,NG_Type
0,BEADLE,46005,1002074,325193,Other Biomass Gases,325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1002074,251.4867591,251.4867591,0.012660626000000001,69857.4889692798,7.97459919740637,NG_Type
0,YORK,31185,1002073,325193,Other Biomass Gases,325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1002073,2084.3575063,2085.43742756,0.10498663999999999,579288.6377527616,66.12883992611435,NG_Type
0,YORK,31185,1002073,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1002073,946.272733,946.272733,0.047638313,262853.747227274,30.006135528227624,NG_Type
0,PHILLIPS,20147,1006936,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1006936,666.4012425000001,666.4012425000001,0.033548711999999994,185111.60433916503,21.131461682553084,NG_Type
0,PHILLIPS,20147,1006936,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1006936,302.53798739999996,302.53798739999996,0.015230703,84038.3970639972,9.593424322374108,NG_Type
0,SEWARD,20175,1006203,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1006203,1519.3265255000001,1519.3265255000001,0.076487623,422035.48360033904,48.17756662104327,NG_Type
0,SEWARD,20175,1006203,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1006203,689.7556005,689.7556005,0.034724442,191598.93119568902,21.87202410909692,NG_Type
0,CODINGTON COUNTY,46029,1005386,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,450,Ethyl Alcohol,Ethyl Alcohol_1005386,2277.371264,2277.371264,0.11464995300000001,632603.6349713921,72.21502682321827,NG_Type
0,CODINGTON COUNTY,46029,1005386,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1005386,1033.8986109999998,1033.8986109999998,0.052049672000000005,287194.28836635797,32.78473611488105,NG_Type
0,HALL COUNTY,31079,1002703,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1002703,1811.4405752,1811.4405752,0.091193553,503178.3400979056,57.44044978286594,NG_Type
0,HALL COUNTY,31079,1002703,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1002703,822.3717949,822.3717949,0.041400754,228436.79244373224,26.077259411384958,NG_Type
0,STEVENS,20189,1011661,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1011661,367.908110853,460.666217783,0.029091213999999997,127962.94064332618,14.607641625950478,NG_Type
0,STEVENS,20189,1011661,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1011661,167.025768131,167.025768131,0.008408562,46396.08381989293,5.296356600444398,NG_Type
0,BROWN,46013,1007063,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,450,Ethyl Alcohol,Ethyl Alcohol_1007063,1195.5461461,1195.5461461,0.060187512,332096.4173713658,37.910549928238105,NG_Type
0,BROWN,46013,1007063,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1007063,542.763281,542.763281,0.027324392000000003,150767.69866961802,17.21092450566416,NG_Type
0,BOONE,31011,1003150,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1003150,2324.9573139999998,2324.9573139999998,0.11704558199999998,645821.992768292,73.72397177720228,NG_Type
0,BOONE,31011,1003150,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1003150,1055.502093,1055.502093,0.053137258,293195.260389354,33.46977858325959,NG_Type
0,FINNEY,20055,1004091,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1004091,738.4948893999999,738.4948893999999,0.037178129000000004,205137.63338775322,23.417538057962695,NG_Type
0,FINNEY,20055,1004091,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1004091,335.2676185,335.2676185,0.016878415,93129.96853169301,10.631274946540298,NG_Type
0,HAMILTON COUNTY,31081,1010658,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1010658,1812.9855604,1812.9855604,0.091271332,503607.50299679127,57.48944098136886,NG_Type
0,HAMILTON COUNTY,31081,1010658,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1010658,823.073199,823.073199,0.041436065,228631.62707182203,26.09950080728562,NG_Type
0,FILLMORE COUNTY,31059,1006694,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1006694,1195.5331300999999,1195.5331300999999,0.060186856,332092.8018129178,37.91013719325545,NG_Type
0,FILLMORE COUNTY,31059,1006694,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1006694,542.7573719999999,542.7573719999999,0.027324094,150766.05727941598,17.210737132353422,NG_Type
0,GRANT COUNTY,46051,1004713,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,450,Ethyl Alcohol,Ethyl Alcohol_1004713,1333.8749933,1333.8749933,0.06715141599999999,370521.1278888874,42.29693240740724,NG_Type
0,GRANT COUNTY,46051,1004713,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1004713,605.5628803999999,605.5628803999999,0.030485919,168212.04579175118,19.20228833239169,NG_Type
0,ATCHISON COUNTY,20005,1002865,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1002865,1809.9320351000001,1809.9320351000001,0.09111760899999999,502759.3008460078,57.39261425182738,NG_Type
0,ATCHISON COUNTY,20005,1002865,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1002865,821.6869361,821.6869361,0.041366276,228246.55373598583,26.055542663925323,NG_Type
0,MADISON COUNTY,31119,1003954,325193,Other Biomass Gases,325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1003954,1112.774472,1117.464936759,0.056253206,310407.1752030416,35.4346090414431,NG_Type
0,VALLEY COUNTY,31175,1005812,325193,Other Biomass Gases,325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1005812,1571.0194689999998,1577.332854827,0.079403193,438148.36574813444,50.016936729239085,NG_Type
0,MERRICK,31121,1000344,325193,Other Biomass Gases,325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1000344,2404.614616,2413.811168717,0.121511989,670503.6388238708,76.54151128126378,NG_Type
0,DAKOTA COUNTY,31043,1005683,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1005683,1300.8412460000002,1455.2395944000002,0.07314757100000001,404233.5440532433,46.14538174123781,NG_Type
